"system:index","RTENAME","RTENO","area","year",".geo"
145,"MUKILTEO",89072,15.339892223728564,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,"NEWHALEM",89004,13.685572732460177,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,"NEZPERCE",33005,4.849796649494486,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,"NINEMILE",53064,0.04360700174632353,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,"PACKWOOD",89043,3.942731007046566,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,"POTHOLES",89063,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,"PRESCOTT",89046,0.22461302748161768,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,"PROSPECT",69251,0.6432298490042893,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,"RED ROCK",53047,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,"SKALKAHO",53076,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,"SQUIRREL",33016,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,"ST REGIS",53013,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,"TONASKET",89030,5.226991567738972,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,"TRIANGLE",33023,0.02847473226102941,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,"TUALATIN",69002,15.398168434712012,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,"UMATILLA",69105,0.9596195903952206,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,"WALDPORT",69209,10.482327130652571,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,"WINBERRY",69019,12.33029192095588,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,"WINTHROP",89029,0.8368658303308824,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,"BALD MTN.",69220,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,"BALD MTN.",55101,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,"BARNHOUSE",69213,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,"BICKLETON",89026,0.5041799363970588,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,"CAPE HORN",33012,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,"CARNATION",89111,15.577364185784308,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,"CHINCHALO",69252,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,"COOL CAMP",69010,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,"DECEPTION",89905,14.400925392938118,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,"DEER PARK",89077,6.121645059604785,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,"DESCHUTES",69011,0.4205891738204657,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,"EIGHTMILE",69045,0.5919413683057598,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,"FISH LAKE",69062,1.314041237653186,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,"FISH LAKE",69244,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,"GREENOUGH",53905,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,"HASH ROCK",69112,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,"IRON GATE",14900,0.6500352371783089,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,"JARBRIDGE",55037,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,"KALISPELL",53002,12.790564078247536,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,"LIBBY DAM",53001,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,"LOLO PASS",33006,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,"LONE ROCK",69004,4.656747149555758,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,"MAGIC MTN",33025,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,"MONTESAND",89133,16.272728036121325,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,"MT. ADAMS",89080,2.077606265303309,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,"NEWBRIDGE",69215,0.6394290531403186,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,"NIGHTHAWK",89050,10.285103963373162,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,"NORTHPORT",89071,7.416941190333948,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,"PENDLETON",69046,3.313640663725492,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,"POCATELLO",33027,1.1577870489123774,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,"SCAPPOOSE",69904,14.301793676715697,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,"SHEAVILLE",69249,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,"SHELLROCK",69003,0.03250770631127451,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,"SNOWVILLE",85302,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,"SUMMIT PR",69136,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,"WAGONTIRE",69022,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,"WAITSBURG",89183,6.136066160049017,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,"BATTLE MTN",69063,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,"BEAVERHEAD",53046,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
203,"BLACK MTN.",69234,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,"BLUE RIVER",69210,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,"BRIDGEPORT",69015,0.35593878682598035,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,"CATLOW RIM",69231,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,"CEDAR HILL",33225,0.12671725951286764,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,"CLEARWATER",69051,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,"CLOVERLAND",89084,0.14784027647058823,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,"COLTER BAY",92008,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,"DAYS CREEK",69026,2.728238298483455,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,"DESOLATION",69241,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,"DONNYBROOK",69239,1.346905263373162,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,"DOUGAL RES",33223,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,"ELLENSBURG",89044,1.1887539549479165,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,"FISH CREEK",53075,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,"FLOOK LAKE",69254,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,"GREEN MTN.",69221,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,"HARRINGTON",89015,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,"HAZEL CAMP",69057,17.98086844197304,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,"HOT SPRING",33224,0.02534754433210784,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,"LOGAN PASS",53900,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,"LOST RIVER",33902,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,"MOSES LAKE",89014,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,"MT RAINIER",89061,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,"OMAK CREEK",89069,0.04156045703125,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,"PABLO RES.",53074,15.62881241424633,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,"RILEY PEAK",69902,0.1181647724877451,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,"SECRET VAL",69058,3.2758678029411765,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,"SOUTH ELMA",89041,20.816394391222456,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,"TWIN LAKES",89031,0.3960918912990196,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,"VASHON IS.",89907,14.598037921170334,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,"WARM BEACH",89003,16.175900703033072,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,"WEDDERBURN",69025,10.92618959560355,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,"WISE RIVER",53087,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,"ALVORD LAKE",69031,0.1439592170189951,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,"BLACKFT RES",33128,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,"BUNKER HILL",89017,13.236733979825352,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,"CASCADE RIV",89902,5.684049305422785,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,"CEDAR FALLS",89054,10.9118360692402,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,"CENTERVILLE",33018,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,"CIRCULAR BU",33904,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,"CRANE CREEK",33211,0.5229562481004902,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,"DANIELS RES",33227,0.12565516989889705,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,"DAVIS CREEK",14165,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,"DELL SPRING",69020,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,"EAGLE CREEK",69235,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,"ECKLER MTN.",89147,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,"EMIGRANT LK",69059,2.112128116911765,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,"GRANGEVILLE",33007,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,"GREAT FALLS",53017,1.508575931724877,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,"HARNEY LAKE",69222,0.02855960049019607,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,"HUMBOLDT NF",55902,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
254,"INSIDE ROAD",53800,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
255,"JOHNSON CAN",85102,0.18445892863051472,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,"KYLE CANYON",33903,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
257,"LAKE CHELAN",89113,3.8085607449754906,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
258,"LAPHAM RES.",69139,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
259,"LEAVENWORTH",89036,0.6736153134344364,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
260,"MALHEUR NWR",69155,0.15022804125306374,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
261,"MCMINNVILLE",69233,22.77911797412681,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
262,"MODOC POINT",69028,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
263,"NEZPERCE NF",33109,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
264,"NO CASCADES",89903,1.3010568102787992,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
265,"QUARTZ MTN.",69224,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
266,"SAMS VALLEY",69127,4.165584003094362,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
267,"SANDY RIVER",69900,14.147201843857223,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
268,"SHELDON NWR",55903,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
269,"SILVER CITY",33217,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
270,"SPRING LAKE",89047,0.05301330925245098,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,"SPRINGFIELD",33021,0.612659688817402,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,"SULLIVAN LK",89052,0.06335042909007353,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,"THREE FORKS",69256,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,"TROUT CREEK",69255,0.35503522417279404,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
275,"TWIN BUTTES",33901,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
276,"WALLA WALLA",89083,0.24216715461090688,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
277,"WARNER MTN.",69219,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
278,"WHITE CHUCK",89048,3.550178453768385,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
279,"YELLOW PINE",33212,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
280,"ARID LAND ER",89901,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
281,"BADGER CREEK",69203,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
282,"BLACKS CREEK",33017,0.718731134788603,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
283,"BLEWETT PASS",89055,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
284,"BLIZZARD GAP",69061,0.9324729838848038,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
285,"BOWDEN HILLS",69232,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
286,"BUCKSKIN MTN",92072,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
287,"CLOVER CREEK",69053,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
288,"COLUMBIA NWR",89145,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
289,"CRAMER CREEK",53903,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
290,"CRESCENT CTY",14004,4.6029301935049025,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
291,"CROOKED RIV.",69246,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
292,"CROWDER FLAT",14407,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
293,"E. BEAR LAKE",85904,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
294,"E. MT. ADAMS",89909,1.495415283900123,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
295,"ELEVATION MT",53906,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
296,"FANDANGO CAN",69021,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
297,"FEATHERVILLE",33218,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
298,"HANFORD SITE",89900,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
299,"HELLS CANYON",69208,0.6965422181832107,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
300,"HOWARD MDWS.",69206,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
301,"HURRICANE RG",89053,0.32900836060049016,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
302,"IRON SPRINGS",33214,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
303,"KLICKITAT MT",69236,2.468530385631128,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
304,"L PEND O NWR",89908,1.6885004215379906,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
305,"L. WENATCHEE",89074,0.8254191477787991,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
306,"LOGAN CANYON",85906,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
307,"MALHEUR RES.",69242,0.4710441756893383,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
308,"MARBLE CREEK",33202,0.25081037614889706,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
309,"MOSES COULEE",89075,0.0422079296875,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
310,"MOUNT VERNON",69048,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
311,"MT ST HELENS",89060,4.992816777374387,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
312,"MYRTLE GROVE",69225,0.14206595871629904,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
313,"N FORK CDA R",33906,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
314,"NICOLAI MTN.",69142,13.667250306832113,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
315,"PAINTED ROCK",53086,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
316,"PASADENA VAL",33124,0.4702615895373774,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
317,"PICTURE FLAT",69229,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
318,"PORT ANGELES",89002,17.745072503829654,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
319,"RANCHOGRANDE",55006,0.06831146717218138,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
320,"ROCHAT DIVDE",33907,0.7963335790134805,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
321,"SALMON RIVER",33207,0.07501933079044118,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
322,"SAWTOOTH CTY",33119,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
323,"SILVER CREEK",69054,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
324,"SUIATTLE RIV",89067,9.88729078662684,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
325,"THOMPSON RIV",53063,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
326,"THREEMILE WA",53902,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
327,"TRACTOR FLAT",33905,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
328,"TRASK SUMMIT",69201,4.632573576393992,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
329,"TURNBULL NWR",89906,3.3037421717218147,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
330,"VIRGIN CREEK",55907,0.01148998043811274,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
331,"WARNER VALLY",69230,0.03458529574142157,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
332,"WHISKEY SPG.",69227,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
333,"WILLOW CREEK",53038,12.401495410049002,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
334,"WIZARD FALLS",69147,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
335,"GOOSE CREEK MTN.",85301,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
336,"CRAIG",NA,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
337,"HYDER",NA,4.383569230438112,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
338,"SITKA",NA,8.408886892233452,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
339,"HAINES",NA,8.491523152121637,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
340,"HOONAH",NA,13.232311771859674,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
341,"JUNEAU",NA,11.639185226822924,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
342,"SKAGWAY",NA,6.508892673383886,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
343,"YAKUTAT",NA,10.675010233624382,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
344,"ZAREMBO",NA,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
345,"KETCHIKAN",NA,4.880340172242649,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
346,"11-171 ???",NA,14.683056287928924,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
347,"JUNEAU ALT",NA,11.65594139705882,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
348,"PETERSBURG",NA,13.51466388717831,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
349,"THORNE BAY",NA,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
350,"WHALE PASS",NA,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
351,"11-204 WASA",NA,12.924980564123777,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
352,"KUIU ISLAND",NA,15.509152993949137,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
353,"MITKOF ISLE",NA,15.449352845174648,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
354,"11-004 TOKAY",NA,3.2972906337316177,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
355,"11-006 SALMO",NA,11.248041145664816,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
356,"CHICHAGOF IS",NA,12.5950030143995,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
357,"HARLEQUIN L.",NA,3.3845647046951592,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
358,"ZIMOVIA STRT",NA,1.1602585120251223,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
359,"11-011 ALBION",NA,15.017265591773889,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
360,"11-021 NICOLA",NA,2.8907366284773293,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
361,"11-029 GOLDEN",NA,9.303632727466292,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
362,"11-202 NITNAT",NA,14.86852615159314,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
363,"11-206 SLOCAN",NA,8.55705098134191,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
364,"11-408 OLIVER",NA,3.0144403291666677,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
365,"11-454 BOWRON",NA,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
366,"11-613 COOMBS",NA,15.484383236090682,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
367,"STIKINE RIVER",NA,9.505706762408089,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
368,"04-205 COLEMAN",NA,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
369,"11-007 NEEDLES",NA,7.560614798606011,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
370,"11-010 SEABIRD",NA,15.280725226148888,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
371,"11-013 ALBERNI",NA,12.399195265058214,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
372,"11-015 ELKFORD",NA,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
373,"11-018 ZINCTON",NA,8.207824393704044,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
374,"11-022 CANFORD",NA,11.814792188756131,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
375,"11-042 GOSNELL",NA,5.282850423207721,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
376,"11-053 MCBRIDE",NA,0.0746871171875,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
377,"11-054 WINGDAM",NA,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
378,"11-058 DUNSTER",NA,1.200995098268995,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
379,"11-071 LAKELSE",NA,14.54442209200368,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
380,"11-081 KISPIOX",NA,8.844369404718137,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
381,"11-101 Saltair",NA,14.220488910186884,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
382,"11-198 MASSETT",NA,0.09292382025122548,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
383,"11-205 CRESTON",NA,11.689077058318013,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
384,"11-209 ASHNOLA",NA,0.2229500234681372,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
385,"11-218 GERRARD",NA,3.993346609390318,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
386,"11-256 PUNCHAW",NA,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
387,"11-371 Kitimat",NA,15.736560362270232,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
388,"11-510 Chaumox",NA,11.937434387683826,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
389,"11-609 BROMLEY",NA,0.8785055675857845,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
390,"11-711 Mud Bay",NA,16.037445557720613,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
391,"93-314 KLUKSHU",NA,1.860295361420037,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
392,"04-005 SENTINEL",NA,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
393,"11-023 SHALALTH",NA,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
394,"11-055 FERNDALE",NA,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
395,"11-070 SMITHERS",NA,7.339861621139707,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
396,"11-072 KWINITSA",NA,10.557564792815556,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
397,"11-093 MEZIADIN",NA,6.043440561443014,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
398,"11-116 KOOTENAY",NA,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
399,"11-201 VICTORIA",NA,14.372960250306376,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
400,"11-222 PAVILION",NA,4.351976456939337,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
401,"11-233 CHU CHUA",NA,6.737427876562499,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
402,"11-244 HORSEFLY",NA,1.5379906832873775,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
403,"11-412 SQUAMISH",NA,11.944375680652572,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
404,"11-621 KAMLOOPS",NA,7.117205755193016,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
405,"11-001 CHEMAINUS",NA,13.158620028186268,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
406,"11-005 KUSKONOOK",NA,4.424725024126838,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
407,"11-009 PRINCETON",NA,0.15858597723651957,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
408,"11-027 EVE RIVER",NA,18.554732152129304,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
409,"11-069 MT MORICE",NA,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
410,"11-114 ASH RIVER",NA,12.774028716973053,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
411,"11-117 GNAT PASS",NA,0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
412,"11-220 LAVINGTON",NA,12.933353818673416,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
413,"11-223 PEMBERTON",NA,12.697461972441785,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
414,"11-282 CRANBERRY",NA,7.20079898898591,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
415,"11-311 COQUITLAM",NA,18.11606928658086,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
416,"11-313 DUCK LAKE",NA,15.618497329917291,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
